source,target,weight
Node290,Node615,4
Node290,Node626,1
Node290,Node627,6
Node290,Node641,2
Node290,Node644,7
Node290,Node646,6
Node290,Node649,7
Node290,Node651,7
Node290,Node652,2
Node290,Node666,8
Node290,Node669,3
Node290,Node672,6
Node290,Node674,7
Node290,Node683,7
Node290,Node687,4
Node290,Node689,5
Node290,Node698,1
Node290,Node701,1
Node290,Node705,8
Node290,Node707,1
Node290,Node712,5
Node290,Node717,3
Node290,Node722,9
Node290,Node723,9
Node290,Node728,5
Node290,Node729,5
Node290,Node743,1
Node290,Node750,7
Node290,Node755,7
Node290,Node760,10
Node290,Node766,8
Node290,Node782,10
Node290,Node788,4
Node290,Node789,3
Node290,Node791,1
Node290,Node795,3
Node290,Node797,6
Node290,Node799,7
Node290,Node804,10
Node290,Node811,7
Node290,Node818,4
Node290,Node831,6
Node290,Node836,6
Node290,Node844,3
Node290,Node845,7
Node290,Node851,2
Node290,Node854,3
Node290,Node861,1
Node290,Node862,2
Node290,Node868,10
Node290,Node869,8
Node290,Node875,7
Node290,Node876,6
Node290,Node883,6
Node290,Node884,10
Node290,Node894,4
Node290,Node904,10
Node290,Node905,5
Node290,Node907,8
Node290,Node916,10
Node290,Node917,8
Node290,Node923,8
Node290,Node926,10
Node290,Node929,8
Node290,Node956,4
Node290,Node961,6
Node290,Node962,4
Node290,Node979,4
Node290,Node981,1
Node290,Node982,3
Node290,Node985,5
Node291,Node295,9
Node291,Node296,6
Node291,Node301,8
Node291,Node302,5
Node291,Node303,1
Node291,Node308,10
Node291,Node315,7
Node291,Node317,4
Node291,Node325,9
Node291,Node331,5
Node291,Node333,9
Node291,Node350,6
Node291,Node360,9
Node291,Node369,4
Node291,Node375,6
Node291,Node378,8
Node291,Node380,9
Node291,Node390,8
Node291,Node402,5
Node291,Node403,5
Node291,Node404,1
Node291,Node406,5
Node291,Node408,7
Node291,Node409,8
Node291,Node416,8
Node291,Node422,4
Node291,Node431,5
Node291,Node434,8
Node291,Node446,8
Node291,Node447,2
Node291,Node454,5
Node291,Node466,7
Node291,Node473,7
Node291,Node475,9
Node291,Node481,5
Node291,Node486,1
Node291,Node491,7
Node291,Node492,5
Node291,Node500,4
Node291,Node501,3
Node291,Node502,7
Node291,Node531,4
Node291,Node542,10
Node291,Node559,7
Node291,Node560,1
Node291,Node561,2
Node291,Node562,3
Node291,Node570,5
Node291,Node571,4
Node291,Node574,5
Node291,Node576,2
Node291,Node581,1
Node291,Node582,10
Node291,Node590,1
Node291,Node593,3
Node291,Node594,8
Node291,Node600,2
Node291,Node608,7
Node291,Node610,1
Node291,Node612,5
Node291,Node616,8
Node291,Node619,3
Node291,Node620,8
Node291,Node626,4
Node291,Node627,8
Node291,Node631,10
Node291,Node636,9
Node291,Node643,7
Node291,Node645,9
Node291,Node648,5
Node291,Node650,1
Node291,Node653,4
Node291,Node657,1
Node291,Node659,8
Node291,Node666,8
Node291,Node676,10
Node291,Node679,9
Node291,Node689,4
Node291,Node690,8
Node291,Node693,8
Node291,Node695,1
Node291,Node705,2
Node291,Node706,10
Node291,Node707,5
Node291,Node713,1
Node291,Node714,1
Node291,Node716,2
Node291,Node723,10
Node291,Node726,9
Node291,Node728,5
Node291,Node729,4
Node291,Node730,4
Node291,Node750,3
Node291,Node755,9
Node291,Node758,8
Node291,Node765,10
Node291,Node766,2
Node291,Node768,10
Node291,Node769,1
Node291,Node771,3
Node291,Node776,8
Node291,Node785,10
Node291,Node786,6
Node291,Node806,3
Node291,Node807,3
Node291,Node809,9
Node291,Node812,5
Node291,Node833,6
Node291,Node834,1
Node291,Node838,1
Node291,Node839,4
Node291,Node842,10
Node291,Node847,5
Node291,Node848,7
Node291,Node850,3
Node291,Node859,9
Node291,Node861,2
Node291,Node862,3
Node291,Node869,3
Node291,Node876,3
Node291,Node891,9
Node291,Node893,4
Node291,Node899,10
Node291,Node916,4
Node291,Node931,2
Node291,Node947,9
Node291,Node951,5
Node291,Node957,4
Node291,Node970,1
Node291,Node976,1
Node291,Node978,7
Node291,Node979,1
Node291,Node984,4
Node291,Node993,3
Node291,Node995,2
Node291,Node997,3
Node291,Node998,9
Node292,Node297,5
Node292,Node308,6
Node292,Node311,10
Node292,Node315,4
Node292,Node327,9
Node292,Node328,2
Node292,Node329,6
Node292,Node330,5
Node292,Node331,3
Node292,Node335,9
Node292,Node347,7
Node292,Node350,5
Node292,Node356,5
Node292,Node358,7
Node292,Node367,5
Node292,Node368,10
Node292,Node369,5
Node292,Node376,10
Node292,Node407,2
Node292,Node424,9
Node292,Node425,7
Node292,Node427,5
Node292,Node429,1
Node292,Node435,9
Node292,Node444,2
Node292,Node449,10
Node292,Node450,2
Node292,Node451,1
Node292,Node455,10
Node292,Node466,10
Node292,Node469,10
Node292,Node474,3
Node292,Node478,3
Node292,Node486,2
Node292,Node487,7
Node292,Node491,7
Node292,Node493,10
Node292,Node511,5
Node292,Node516,1
Node292,Node519,9
Node292,Node521,8
Node292,Node524,2
Node292,Node526,7
Node292,Node536,3
Node292,Node537,9
Node292,Node539,4
Node292,Node545,5
Node292,Node546,4
Node292,Node563,7
Node292,Node566,7
Node292,Node569,5
Node292,Node577,10
Node292,Node580,10
Node292,Node583,4
Node292,Node589,4
Node292,Node598,3
Node292,Node609,7
Node292,Node610,9
Node292,Node611,6
Node292,Node614,9
Node292,Node615,8
Node292,Node619,4
Node292,Node620,4
Node292,Node623,1
Node292,Node627,7
Node292,Node628,3
Node292,Node633,7
Node292,Node634,8
Node292,Node636,5
Node292,Node649,10
Node292,Node656,10
Node292,Node665,7
Node292,Node672,1
Node292,Node674,8
Node292,Node675,4
Node292,Node677,10
Node292,Node685,5
Node292,Node689,3
Node292,Node695,1
Node292,Node698,10
Node292,Node700,7
Node292,Node702,5
Node292,Node704,7
Node292,Node705,8
Node292,Node713,2
Node292,Node717,5
Node292,Node718,9
Node292,Node727,9
Node292,Node733,5
Node292,Node738,6
Node292,Node740,8
Node292,Node743,2
Node292,Node745,1
Node292,Node747,2
Node292,Node750,1
Node292,Node751,2
Node292,Node759,4
Node292,Node760,6
Node292,Node766,7
Node292,Node774,5
Node292,Node783,10
Node292,Node784,3
Node292,Node791,4
Node292,Node794,5
Node292,Node805,7
Node292,Node807,6
Node292,Node811,7
Node292,Node813,10
Node292,Node819,3
Node292,Node822,10
Node292,Node825,2
Node292,Node835,9
Node292,Node836,6
Node292,Node845,6
Node292,Node853,9
Node292,Node856,4
Node292,Node860,9
Node292,Node866,6
Node292,Node879,8
Node292,Node884,7
Node292,Node890,5
Node292,Node909,9
Node292,Node914,5
Node292,Node932,7
Node292,Node939,9
Node292,Node945,9
Node292,Node946,9
Node292,Node948,9
Node292,Node950,6
Node292,Node953,1
Node292,Node955,5
Node292,Node959,3
Node292,Node969,10
Node292,Node975,7
Node292,Node980,6
Node292,Node983,7
Node292,Node992,2
Node293,Node300,8
Node293,Node303,2
Node293,Node325,1
Node293,Node327,6
Node293,Node329,3
Node293,Node330,9
Node293,Node335,8
Node293,Node344,6
Node293,Node347,8
Node293,Node351,3
Node293,Node352,9
Node293,Node361,7
Node293,Node364,6
Node293,Node376,1
Node293,Node377,6
Node293,Node391,9
Node293,Node392,7
Node293,Node394,6
Node293,Node403,7
Node293,Node409,6
Node293,Node412,2
Node293,Node413,3
Node293,Node414,2
Node293,Node415,6
Node293,Node418,3
Node293,Node421,3
Node293,Node422,7
Node293,Node424,8
Node293,Node426,6
Node293,Node440,8
Node293,Node441,3
Node293,Node446,6
Node293,Node449,5
Node293,Node450,9
Node293,Node452,7
Node293,Node456,9
Node293,Node472,10
Node293,Node478,9
Node293,Node486,3
Node293,Node492,10
Node293,Node494,10
Node293,Node496,4
Node293,Node497,2
Node293,Node499,1
Node293,Node500,2
Node293,Node508,8
Node293,Node517,5
Node293,Node519,9
Node293,Node524,7
Node293,Node531,6
Node293,Node532,4
Node293,Node536,4
Node293,Node538,8
Node293,Node541,5
Node293,Node542,6
Node293,Node546,2
Node293,Node557,2
Node293,Node558,7
Node293,Node561,10
Node293,Node562,5
Node293,Node574,6
Node293,Node579,1
Node293,Node583,5
Node293,Node586,3
Node293,Node589,10
Node293,Node594,4
Node293,Node599,7
Node293,Node609,3
Node293,Node614,7
Node293,Node624,3
Node293,Node627,10
Node293,Node640,4
Node293,Node641,1
Node293,Node642,7
Node293,Node645,2
Node293,Node646,8
Node293,Node652,2
Node293,Node661,6
Node293,Node663,1
Node293,Node668,5
Node293,Node675,3
Node293,Node677,3
Node293,Node679,4
Node293,Node681,3
Node293,Node687,2
Node293,Node690,3
Node293,Node691,8
Node293,Node695,9
Node293,Node702,2
Node293,Node709,2
Node293,Node711,9
Node293,Node712,9
Node293,Node722,8
Node293,Node725,9
Node293,Node727,7
Node293,Node728,9
Node293,Node729,9
Node293,Node736,1
Node293,Node743,7
Node293,Node745,4
Node293,Node750,4
Node293,Node753,7
Node293,Node765,9
Node293,Node766,10
Node293,Node774,10
Node293,Node782,2
Node293,Node795,4
Node293,Node797,4
Node293,Node804,9
Node293,Node805,6
Node293,Node809,5
Node293,Node810,6
Node293,Node813,8
Node293,Node825,9
Node293,Node830,8
Node293,Node849,4
Node293,Node863,10
Node293,Node867,2
Node293,Node868,6
Node293,Node869,9
Node293,Node877,4
Node293,Node881,3
Node293,Node882,1
Node293,Node885,4
Node293,Node886,7
Node293,Node888,9
Node293,Node889,8
Node293,Node895,7
Node293,Node900,5
Node293,Node909,8
Node293,Node915,10
Node293,Node916,3
Node293,Node919,7
Node293,Node920,9
Node293,Node922,4
Node293,Node926,9
Node293,Node931,10
Node293,Node934,6
Node293,Node939,6
Node293,Node958,8
Node293,Node962,2
Node293,Node977,4
Node293,Node979,2
Node293,Node985,8
Node293,Node989,7
Node293,Node993,7
Node293,Node994,7
Node293,Node998,5
Node294,Node303,1
Node294,Node316,8
Node294,Node320,2
Node294,Node327,2
Node294,Node334,5
Node294,Node337,5
Node294,Node342,8
Node294,Node353,1
Node294,Node359,2
Node294,Node360,10
Node294,Node364,3
Node294,Node373,9
Node294,Node376,3
Node294,Node381,2
Node294,Node382,5
Node294,Node392,5
Node294,Node393,10
Node294,Node403,5
Node294,Node408,3
Node294,Node409,10
Node294,Node410,10
Node294,Node420,5
Node294,Node426,3
Node294,Node432,5
Node294,Node434,8
Node294,Node435,1
Node294,Node441,1
Node294,Node447,1
Node294,Node465,9
Node294,Node466,3
Node294,Node467,2
Node294,Node468,2
Node294,Node469,2
Node294,Node474,7
Node294,Node479,10
Node294,Node496,7
Node294,Node499,8
Node294,Node502,5
Node294,Node503,9
Node294,Node512,2
Node294,Node513,4
Node294,Node516,7
Node294,Node521,5
Node294,Node525,8
Node294,Node529,10
Node294,Node534,5
Node294,Node535,10
Node294,Node542,2
Node294,Node553,10
Node294,Node557,3
Node294,Node558,5
Node294,Node564,10
Node294,Node568,8
Node294,Node577,3
Node294,Node586,3
Node294,Node594,8
Node294,Node598,5
Node294,Node600,1
Node294,Node603,5
Node294,Node606,7
Node294,Node608,6
Node294,Node614,7
Node294,Node616,2
Node294,Node620,9
Node294,Node625,6
Node294,Node630,7
Node294,Node632,5
Node294,Node635,3
Node294,Node636,3
Node294,Node641,4
Node294,Node646,2
Node294,Node647,5
Node294,Node651,10
Node294,Node655,4
Node294,Node658,4
Node294,Node659,2
Node294,Node660,2
Node294,Node667,8
Node294,Node677,8
Node294,Node684,3
Node294,Node692,2
Node294,Node695,1
Node294,Node697,7
Node294,Node698,9
Node294,Node701,9
Node294,Node704,2
Node294,Node707,1
Node294,Node708,2
Node294,Node715,9
Node294,Node719,3
Node294,Node724,5
Node294,Node726,6
Node294,Node729,3
Node294,Node736,4
Node294,Node743,8
Node294,Node755,8
Node294,Node757,10
Node294,Node771,8
Node294,Node772,1
Node294,Node783,1
Node294,Node787,1
Node294,Node788,10
Node294,Node791,8
Node294,Node792,9
Node294,Node803,4
Node294,Node812,1
Node294,Node815,3
Node294,Node816,9
Node294,Node817,3
Node294,Node824,4
Node294,Node830,4
Node294,Node836,8
Node294,Node837,10
Node294,Node852,8
Node294,Node853,1
Node294,Node858,3
Node294,Node875,5
Node294,Node881,2
Node294,Node886,2
Node294,Node887,3
Node294,Node888,10
Node294,Node889,9
Node294,Node895,1
Node294,Node899,7
Node294,Node908,7
Node294,Node909,3
Node294,Node914,6
Node294,Node938,1
Node294,Node943,5
Node294,Node944,3
Node294,Node955,4
Node294,Node961,2
Node294,Node962,1
Node294,Node965,3
Node294,Node969,9
Node294,Node979,4
Node294,Node984,6
Node294,Node987,7
Node294,Node990,7
Node294,Node995,2
Node295,Node298,6
Node295,Node300,5
Node295,Node302,10
Node295,Node306,4
Node295,Node324,2
Node295,Node329,7
Node295,Node335,9
Node295,Node341,5
Node295,Node342,6
Node295,Node351,4
Node295,Node358,4
Node295,Node363,3
Node295,Node364,3
Node295,Node373,5
Node295,Node379,4
Node295,Node383,3
Node295,Node411,7
Node295,Node413,4
Node295,Node416,1
Node295,Node421,3
Node295,Node430,10
Node295,Node431,7
Node295,Node434,9
Node295,Node442,2
Node295,Node443,1
Node295,Node444,3
Node295,Node445,9
Node295,Node448,8
Node295,Node451,9
Node295,Node452,9
Node295,Node455,1
Node295,Node458,7
Node295,Node459,9
Node295,Node469,8
Node295,Node474,4
Node295,Node475,6
Node295,Node480,3
Node295,Node486,9
Node295,Node488,3
Node295,Node494,1
Node295,Node495,8
Node295,Node501,5
Node295,Node502,10
Node295,Node503,5
Node295,Node506,5
Node295,Node508,6
Node295,Node509,3
Node295,Node513,8
Node295,Node517,6
Node295,Node519,9
Node295,Node522,9
Node295,Node531,8
Node295,Node537,8
Node295,Node540,6
Node295,Node542,2
Node295,Node546,6
Node295,Node552,3
Node295,Node556,3
Node295,Node564,7
Node295,Node569,6
Node295,Node574,7
Node295,Node575,9
Node295,Node579,4
Node295,Node585,5
Node295,Node595,9
Node295,Node597,4
Node295,Node602,3
Node295,Node609,8
Node295,Node610,5
Node295,Node614,3
Node295,Node619,4
Node295,Node621,8
Node295,Node626,4
Node295,Node643,10
Node295,Node645,3
Node295,Node649,7
Node295,Node654,2
Node295,Node659,2
Node295,Node671,5
Node295,Node677,5
Node295,Node680,9
Node295,Node695,5
Node295,Node699,3
Node295,Node700,3
Node295,Node701,9
Node295,Node705,1
Node295,Node711,3
Node295,Node714,8
Node295,Node716,3
Node295,Node717,1
Node295,Node720,1
Node295,Node723,3
Node295,Node730,7
Node295,Node731,3
Node295,Node733,1
Node295,Node734,4
Node295,Node745,9
Node295,Node751,3
Node295,Node756,10
Node295,Node767,4
Node295,Node771,8
Node295,Node776,6
Node295,Node779,10
Node295,Node788,1
Node295,Node792,7
Node295,Node800,4
Node295,Node806,2
Node295,Node811,1
Node295,Node814,4
Node295,Node819,1
Node295,Node820,5
Node295,Node821,6
Node295,Node825,5
Node295,Node828,2
Node295,Node837,6
Node295,Node841,1
Node295,Node854,6
Node295,Node860,1
Node295,Node868,2
Node295,Node880,10
Node295,Node885,1
Node295,Node899,5
Node295,Node907,6
Node295,Node915,3
Node295,Node916,10
Node295,Node924,9
Node295,Node930,3
Node295,Node931,2
Node295,Node932,8
Node295,Node933,4
Node295,Node940,10
Node295,Node942,1
Node295,Node945,5
Node295,Node959,4
Node295,Node967,1
Node295,Node974,5
Node295,Node976,3
Node295,Node979,3
Node295,Node983,6
Node295,Node985,8
Node295,Node986,3
Node295,Node989,1
Node295,Node994,4
Node295,Node995,6
Node295,Node997,1
Node296,Node317,1
Node296,Node318,9
Node296,Node326,5
Node296,Node338,9
Node296,Node343,1
Node296,Node347,8
Node296,Node355,2
Node296,Node370,6
Node296,Node375,3
Node296,Node376,8
Node296,Node377,8
Node296,Node389,8
Node296,Node394,2
Node296,Node401,1
Node296,Node408,10
Node296,Node410,10
Node296,Node416,2
Node296,Node429,6
Node296,Node432,2
Node296,Node434,9
Node296,Node448,5
Node296,Node452,8
Node296,Node458,2
Node296,Node463,3
Node296,Node465,4
Node296,Node467,2
Node296,Node483,8
Node296,Node485,8
Node296,Node486,7
Node296,Node493,1
Node296,Node499,10
Node296,Node507,2
Node296,Node521,4
Node296,Node522,7
Node296,Node537,3
Node296,Node546,6
Node296,Node551,7
Node296,Node554,6
Node296,Node557,3
Node296,Node563,7
Node296,Node577,3
Node296,Node582,2
Node296,Node584,10
Node296,Node585,5
Node296,Node589,8
Node296,Node599,4
Node296,Node602,7
Node296,Node603,3
Node296,Node639,8
Node296,Node641,1
Node296,Node644,6
Node296,Node647,5
Node296,Node650,1
Node296,Node654,2
Node296,Node655,9
Node296,Node659,8
Node296,Node666,1
Node296,Node669,5
Node296,Node678,1
Node296,Node686,9
Node296,Node694,3
Node296,Node700,6
Node296,Node701,2
Node296,Node706,3
Node296,Node709,10
Node296,Node719,3
Node296,Node726,7
Node296,Node728,10
Node296,Node735,10
Node296,Node740,3
Node296,Node743,6
Node296,Node745,4
Node296,Node746,1
Node296,Node747,6
Node296,Node751,1
Node296,Node763,7
Node296,Node766,10
Node296,Node775,7
Node296,Node777,9
Node296,Node778,9
Node296,Node785,5
Node296,Node789,4
Node296,Node796,8
Node296,Node797,3
Node296,Node799,6
Node296,Node806,7
Node296,Node817,2
Node296,Node825,2
Node296,Node826,1
Node296,Node836,9
Node296,Node847,7
Node296,Node851,10
Node296,Node859,1
Node296,Node861,3
Node296,Node862,8
Node296,Node863,5
Node296,Node876,6
Node296,Node888,9
Node296,Node892,1
Node296,Node900,5
Node296,Node902,5
Node296,Node906,9
Node296,Node908,8
Node296,Node913,10
Node296,Node914,9
Node296,Node918,9
Node296,Node919,4
Node296,Node921,5
Node296,Node926,10
Node296,Node927,3
Node296,Node931,6
Node296,Node935,9
Node296,Node936,7
Node296,Node939,5
Node296,Node942,1
Node296,Node944,10
Node296,Node951,4
Node296,Node952,2
Node296,Node953,9
Node296,Node955,2
Node296,Node963,8
Node296,Node969,3
Node296,Node975,1
Node296,Node982,6
Node296,Node983,8
Node296,Node989,5
Node296,Node997,5
Node297,Node298,3
Node297,Node309,9
Node297,Node318,5
Node297,Node319,6
Node297,Node320,6
Node297,Node327,3
Node297,Node332,5
Node297,Node338,3
Node297,Node339,9
Node297,Node343,7
Node297,Node344,5
Node297,Node345,1
Node297,Node347,2
Node297,Node354,3
Node297,Node357,7
Node297,Node367,4
Node297,Node369,9
Node297,Node371,8
Node297,Node375,1
Node297,Node378,4
Node297,Node380,2
Node297,Node381,9
Node297,Node386,9
Node297,Node389,2
Node297,Node391,5
Node297,Node399,9
Node297,Node407,5
Node297,Node408,5
Node297,Node409,8
Node297,Node411,7
Node297,Node413,10
Node297,Node414,8
Node297,Node417,2
Node297,Node422,3
Node297,Node428,6
Node297,Node435,5
Node297,Node438,7
Node297,Node443,1
Node297,Node447,2
Node297,Node449,5
Node297,Node456,1
Node297,Node460,10
Node297,Node469,8
Node297,Node476,3
Node297,Node481,10
Node297,Node484,7
Node297,Node486,4
Node297,Node487,2
Node297,Node489,9
Node297,Node490,4
Node297,Node501,2
Node297,Node509,10
Node297,Node512,7
Node297,Node513,10
Node297,Node516,1
Node297,Node520,6
Node297,Node522,5
Node297,Node523,2
Node297,Node524,3
Node297,Node525,10
Node297,Node535,8
Node297,Node540,9
Node297,Node547,8
Node297,Node550,9
Node297,Node557,2
Node297,Node561,9
Node297,Node567,10
Node297,Node597,6
Node297,Node599,3
Node297,Node606,3
Node297,Node609,8
Node297,Node618,2
Node297,Node619,10
Node297,Node620,7
Node297,Node624,2
Node297,Node627,7
Node297,Node631,3
Node297,Node633,7
Node297,Node635,6
Node297,Node641,5
Node297,Node652,4
Node297,Node653,5
Node297,Node684,7
Node297,Node685,6
Node297,Node701,6
Node297,Node703,8
Node297,Node706,8
Node297,Node710,1
Node297,Node730,9
Node297,Node740,2
Node297,Node741,8
Node297,Node745,4
Node297,Node752,4
Node297,Node753,9
Node297,Node760,5
Node297,Node762,7
Node297,Node768,3
Node297,Node774,2
Node297,Node775,8
Node297,Node799,10
Node297,Node803,4
Node297,Node809,7
Node297,Node812,4
Node297,Node819,4
Node297,Node820,10
Node297,Node834,2
Node297,Node836,3
Node297,Node839,2
Node297,Node841,8
Node297,Node853,8
Node297,Node854,9
Node297,Node859,5
Node297,Node862,4
Node297,Node864,7
Node297,Node870,10
Node297,Node874,4
Node297,Node879,9
Node297,Node883,3
Node297,Node886,3
Node297,Node890,3
Node297,Node893,6
Node297,Node899,6
Node297,Node901,4
Node297,Node902,2
Node297,Node903,9
Node297,Node909,1
Node297,Node912,5
Node297,Node921,6
Node297,Node922,9
Node297,Node928,6
Node297,Node946,3
Node297,Node948,9
Node297,Node950,2
Node297,Node953,5
Node297,Node957,3
Node297,Node963,1
Node297,Node969,8
Node297,Node972,3
Node297,Node975,7
Node297,Node976,5
Node297,Node978,8
Node297,Node981,10
Node297,Node986,7
Node297,Node992,2
Node297,Node994,6
Node297,Node996,5
Node298,Node307,5
Node298,Node308,6
Node298,Node312,5
Node298,Node313,9
Node298,Node316,8
Node298,Node328,2
Node298,Node345,9
Node298,Node350,1
Node298,Node360,1
Node298,Node362,2
Node298,Node367,3
Node298,Node368,7
Node298,Node378,5
Node298,Node388,10
Node298,Node396,6
Node298,Node397,8
Node298,Node406,10
Node298,Node408,1
Node298,Node425,6
Node298,Node427,1
Node298,Node430,2
Node298,Node437,9
Node298,Node439,8
Node298,Node440,6
Node298,Node442,5
Node298,Node448,8
Node298,Node467,5
Node298,Node474,2
Node298,Node476,8
Node298,Node485,6
Node298,Node498,7
Node298,Node503,8
Node298,Node505,5
Node298,Node506,2
Node298,Node509,3
Node298,Node515,6
Node298,Node519,1
Node298,Node523,2
Node298,Node529,8
Node298,Node532,1
Node298,Node534,10
Node298,Node536,5
Node298,Node538,1
Node298,Node540,8
Node298,Node545,7
Node298,Node547,9
Node298,Node550,1
Node298,Node551,6
Node298,Node560,3
Node298,Node568,2
Node298,Node571,8
Node298,Node580,1
Node298,Node590,7
Node298,Node593,6
Node298,Node595,10
Node298,Node598,5
Node298,Node603,2
Node298,Node606,3
Node298,Node614,8
Node298,Node639,7
Node298,Node643,4
Node298,Node645,6
Node298,Node654,4
Node298,Node664,10
Node298,Node666,4
Node298,Node670,4
Node298,Node673,10
Node298,Node676,4
Node298,Node684,9
Node298,Node696,2
Node298,Node702,4
Node298,Node708,3
Node298,Node709,5
Node298,Node744,8
Node298,Node745,7
Node298,Node746,10
Node298,Node755,10
Node298,Node760,8
Node298,Node767,3
Node298,Node769,10
Node298,Node772,5
Node298,Node787,8
Node298,Node794,5
Node298,Node798,8
Node298,Node805,9
Node298,Node813,3
Node298,Node819,5
Node298,Node826,6
Node298,Node832,10
Node298,Node842,3
Node298,Node844,10
Node298,Node853,10
Node298,Node863,5
Node298,Node865,5
Node298,Node866,1
Node298,Node867,5
Node298,Node872,4
Node298,Node875,6
Node298,Node876,8
Node298,Node878,2
Node298,Node882,4
Node298,Node883,1
Node298,Node889,4
Node298,Node892,4
Node298,Node897,9
Node298,Node899,2
Node298,Node905,7
Node298,Node909,9
Node298,Node911,9
Node298,Node912,1
Node298,Node913,8
Node298,Node919,9
Node298,Node922,4
Node298,Node935,8
Node298,Node937,5
Node298,Node945,7
Node298,Node947,10
Node298,Node951,3
Node298,Node967,1
Node298,Node970,1
Node298,Node979,6
Node298,Node982,1
Node298,Node985,9
Node298,Node986,7
Node298,Node988,8
Node298,Node990,6
Node298,Node997,3
Node298,Node999,9
Node299,Node303,7
Node299,Node305,4
Node299,Node307,6
Node299,Node313,8
Node299,Node315,6
Node299,Node323,2
Node299,Node327,3
Node299,Node328,3
Node299,Node330,7
Node299,Node339,5
Node299,Node344,5
Node299,Node346,9
Node299,Node348,1
Node299,Node349,8
Node299,Node350,9
Node299,Node351,1
Node299,Node354,8
Node299,Node357,6
Node299,Node358,1
Node299,Node359,8
Node299,Node363,5
Node299,Node367,10
Node299,Node374,1
Node299,Node376,1
Node299,Node384,10
Node299,Node389,9
Node299,Node392,5
Node299,Node403,9
Node299,Node407,7
Node299,Node409,5
Node299,Node421,4
Node299,Node422,2
Node299,Node429,4
Node299,Node430,6
Node299,Node438,4
Node299,Node439,7
Node299,Node440,2
Node299,Node446,9
Node299,Node462,5
Node299,Node484,8
Node299,Node486,2
Node299,Node492,2
Node299,Node497,8
Node299,Node499,1
Node299,Node500,5
Node299,Node505,1
Node299,Node509,3
Node299,Node517,10
Node299,Node521,1
Node299,Node528,2
Node299,Node536,7
Node299,Node545,9
Node299,Node546,6
Node299,Node547,6
Node299,Node551,3
Node299,Node555,5
Node299,Node556,1
Node299,Node559,2
Node299,Node561,9
Node299,Node562,7
Node299,Node563,1
Node299,Node567,3
Node299,Node571,9
Node299,Node574,10
Node299,Node585,2
Node299,Node588,10
Node299,Node595,3
Node299,Node605,5
Node299,Node613,7
Node299,Node614,1
Node299,Node615,4
Node299,Node616,8
Node299,Node619,4
Node299,Node622,1
Node299,Node626,7
Node299,Node629,6
Node299,Node634,2
Node299,Node638,10
Node299,Node641,4
Node299,Node643,2
Node299,Node644,1
Node299,Node652,9
Node299,Node658,8
Node299,Node665,5
Node299,Node682,6
Node299,Node684,9
Node299,Node693,1
Node299,Node717,7
Node299,Node718,6
Node299,Node732,5
Node299,Node735,2
Node299,Node737,1
Node299,Node739,8
Node299,Node742,5
Node299,Node751,1
Node299,Node756,6
Node299,Node758,4
Node299,Node768,10
Node299,Node775,1
Node299,Node776,8
Node299,Node780,7
Node299,Node781,6
Node299,Node782,3
Node299,Node784,4
Node299,Node786,8
Node299,Node802,10
Node299,Node813,5
Node299,Node815,8
Node299,Node818,2
Node299,Node819,7
Node299,Node822,3
Node299,Node823,3
Node299,Node830,8
Node299,Node844,5
Node299,Node845,9
Node299,Node859,7
Node299,Node861,4
Node299,Node863,8
Node299,Node872,4
Node299,Node881,6
Node299,Node884,8
Node299,Node897,7
Node299,Node912,2
Node299,Node922,5
Node299,Node924,9
Node299,Node929,8
Node299,Node933,9
Node299,Node946,5
Node299,Node952,3
Node299,Node954,3
Node299,Node969,7
Node299,Node973,7
Node299,Node981,9
Node299,Node985,3
Node299,Node986,1
Node299,Node988,9
Node299,Node991,10
Node299,Node993,5
Node299,Node995,8
Node299,Node996,9
Node300,Node301,3
Node300,Node308,6
Node300,Node313,8
Node300,Node324,7
Node300,Node351,6
Node300,Node355,2
Node300,Node358,7
Node300,Node363,9
Node300,Node365,2
Node300,Node385,7
Node300,Node386,3
Node300,Node390,7
Node300,Node401,2
Node300,Node404,10
Node300,Node406,5
Node300,Node409,9
Node300,Node411,4
Node300,Node414,5
Node300,Node417,6
Node300,Node419,1
Node300,Node432,3
Node300,Node435,7
Node300,Node436,9
Node300,Node447,10
Node300,Node458,10
Node300,Node460,5
Node300,Node463,8
Node300,Node473,9
Node300,Node482,4
Node300,Node483,7
Node300,Node486,7
Node300,Node490,1
Node300,Node501,10
Node300,Node504,5
Node300,Node517,6
Node300,Node525,6
Node300,Node528,3
Node300,Node529,4
Node300,Node531,3
Node300,Node551,2
Node300,Node566,2
Node300,Node569,2
Node300,Node576,8
Node300,Node587,6
Node300,Node592,7
Node300,Node593,9
Node300,Node606,10
Node300,Node614,4
Node300,Node619,7
Node300,Node620,5
Node300,Node621,1
Node300,Node626,9
Node300,Node630,5
Node300,Node631,6
Node300,Node632,5
Node300,Node639,7
Node300,Node649,8
Node300,Node650,6
Node300,Node655,7
Node300,Node656,5
Node300,Node674,2
Node300,Node678,1
Node300,Node680,5
Node300,Node681,9
Node300,Node684,9
Node300,Node688,8
Node300,Node689,2
Node300,Node693,3
Node300,Node696,5
Node300,Node698,1
Node300,Node699,8
Node300,Node700,4
Node300,Node708,1
Node300,Node710,3
Node300,Node725,9
Node300,Node734,8
Node300,Node738,4
Node300,Node743,10
Node300,Node748,9
Node300,Node752,3
